epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,924.912,0.28252,0.27141,0.8605,0.99243,1,0.995,0.96994,0.26097,0.28586,0.64024,0.0003697,0.0003697,0.0003697
193,929.698,0.27236,0.26936,0.8643,0.99234,1,0.995,0.96764,0.26313,0.28785,0.63882,0.0003664,0.0003664,0.0003664
194,934.485,0.28061,0.27322,0.86867,0.99325,1,0.995,0.96934,0.25315,0.2915,0.63484,0.0003631,0.0003631,0.0003631
195,939.284,0.28048,0.27594,0.85964,0.99472,1,0.995,0.97296,0.24914,0.28592,0.63398,0.0003598,0.0003598,0.0003598
196,944.081,0.28339,0.26782,0.86676,0.99324,1,0.995,0.97165,0.25123,0.28455,0.63542,0.0003565,0.0003565,0.0003565
197,948.885,0.27951,0.27162,0.86157,0.99474,1,0.995,0.96935,0.26392,0.27941,0.63787,0.0003532,0.0003532,0.0003532
198,953.689,0.265,0.26148,0.86204,0.99813,1,0.995,0.97155,0.25425,0.27246,0.63757,0.0003499,0.0003499,0.0003499
199,958.544,0.27064,0.27544,0.86248,0.99256,1,0.995,0.97089,0.25028,0.27283,0.63562,0.0003466,0.0003466,0.0003466
200,963.37,0.27947,0.26932,0.85956,0.99357,1,0.995,0.97559,0.24002,0.27821,0.63561,0.0003433,0.0003433,0.0003433
201,968.186,0.27681,0.27936,0.86493,0.99251,1,0.995,0.97705,0.24046,0.28562,0.63701,0.00034,0.00034,0.00034
202,973.019,0.26864,0.25255,0.86789,0.99253,1,0.995,0.97444,0.24986,0.28059,0.63869,0.0003367,0.0003367,0.0003367
203,977.835,0.26604,0.26761,0.86437,0.99236,1,0.995,0.97194,0.2444,0.27499,0.63654,0.0003334,0.0003334,0.0003334
204,982.628,0.26889,0.26081,0.86874,0.99241,1,0.995,0.97336,0.24425,0.27406,0.6344,0.0003301,0.0003301,0.0003301
205,987.455,0.28469,0.279,0.86249,0.99563,1,0.995,0.97476,0.23958,0.27352,0.63251,0.0003268,0.0003268,0.0003268
206,992.26,0.2679,0.26379,0.86539,0.99497,1,0.995,0.97452,0.23614,0.27134,0.6315,0.0003235,0.0003235,0.0003235
207,997.05,0.26608,0.26163,0.86809,0.99556,1,0.995,0.97621,0.23314,0.26624,0.6306,0.0003202,0.0003202,0.0003202
208,1001.96,0.2703,0.26214,0.86067,0.99314,1,0.995,0.9744,0.2387,0.25702,0.63012,0.0003169,0.0003169,0.0003169
209,1006.75,0.26367,0.25897,0.86807,0.9918,1,0.995,0.97293,0.23477,0.25589,0.629,0.0003136,0.0003136,0.0003136
210,1011.54,0.26738,0.26094,0.87334,0.99213,1,0.995,0.97268,0.23413,0.25976,0.62863,0.0003103,0.0003103,0.0003103
211,1016.35,0.26589,0.26728,0.85642,0.99259,1,0.995,0.96909,0.24133,0.26034,0.62977,0.000307,0.000307,0.000307
212,1021.18,0.26613,0.25754,0.87024,0.99245,1,0.995,0.97215,0.23558,0.26363,0.63138,0.0003037,0.0003037,0.0003037
213,1026.01,0.28055,0.27171,0.86618,0.99284,1,0.995,0.96759,0.2414,0.26834,0.63292,0.0003004,0.0003004,0.0003004
214,1030.83,0.26038,0.25346,0.86151,0.99385,1,0.995,0.97272,0.24424,0.27069,0.63303,0.0002971,0.0002971,0.0002971
215,1035.62,0.26127,0.25526,0.86019,0.99257,1,0.995,0.97215,0.24908,0.27142,0.6332,0.0002938,0.0002938,0.0002938
216,1040.5,0.25176,0.24951,0.86701,0.99252,1,0.995,0.97283,0.23333,0.26796,0.63011,0.0002905,0.0002905,0.0002905
217,1045.3,0.26069,0.25939,0.87392,0.99456,1,0.995,0.97351,0.23331,0.2631,0.62983,0.0002872,0.0002872,0.0002872
218,1050.1,0.26954,0.26719,0.86307,0.9961,1,0.995,0.97279,0.23359,0.26014,0.62871,0.0002839,0.0002839,0.0002839
219,1054.9,0.26681,0.25927,0.8585,0.99601,1,0.995,0.97581,0.24054,0.25495,0.62856,0.0002806,0.0002806,0.0002806
220,1059.73,0.26049,0.25904,0.85656,0.99623,1,0.995,0.97659,0.2309,0.25752,0.62878,0.0002773,0.0002773,0.0002773
221,1064.58,0.25706,0.25461,0.86418,0.99728,1,0.995,0.978,0.23401,0.2611,0.63031,0.000274,0.000274,0.000274
222,1069.39,0.26535,0.25088,0.86075,0.997,1,0.995,0.97332,0.24828,0.25646,0.63204,0.0002707,0.0002707,0.0002707
223,1074.2,0.27698,0.26825,0.86768,0.99501,1,0.995,0.97559,0.24912,0.25809,0.6326,0.0002674,0.0002674,0.0002674
224,1079,0.26545,0.25303,0.87084,0.99761,1,0.995,0.97579,0.23047,0.25621,0.63152,0.0002641,0.0002641,0.0002641
225,1083.84,0.26692,0.26243,0.86079,0.99736,1,0.995,0.97452,0.22796,0.25073,0.62928,0.0002608,0.0002608,0.0002608
226,1088.64,0.27173,0.26472,0.8638,0.99244,1,0.995,0.97703,0.2235,0.24642,0.62802,0.0002575,0.0002575,0.0002575
227,1093.48,0.27679,0.26512,0.86679,0.99231,1,0.995,0.97391,0.22735,0.24629,0.62738,0.0002542,0.0002542,0.0002542
228,1098.29,0.25535,0.25229,0.8716,0.99201,1,0.995,0.97547,0.22775,0.25149,0.62809,0.0002509,0.0002509,0.0002509
229,1103.1,0.26011,0.25358,0.86419,0.99187,1,0.995,0.97257,0.23269,0.25769,0.6283,0.0002476,0.0002476,0.0002476
230,1107.92,0.25981,0.26033,0.86051,0.99199,1,0.995,0.9719,0.23389,0.27108,0.62993,0.0002443,0.0002443,0.0002443
231,1112.7,0.25742,0.25163,0.86507,0.99239,1,0.995,0.97058,0.23424,0.27133,0.63023,0.000241,0.000241,0.000241
232,1117.51,0.25641,0.24827,0.85735,0.99332,1,0.995,0.97196,0.23277,0.27639,0.63059,0.0002377,0.0002377,0.0002377
233,1122.35,0.25928,0.25015,0.85719,0.99706,1,0.995,0.97108,0.23524,0.26666,0.62957,0.0002344,0.0002344,0.0002344
234,1127.19,0.26331,0.25158,0.86048,0.99711,1,0.995,0.97475,0.24305,0.26992,0.63166,0.0002311,0.0002311,0.0002311
235,1131.99,0.25403,0.25066,0.8637,0.99701,1,0.995,0.97453,0.23124,0.2689,0.62971,0.0002278,0.0002278,0.0002278
236,1136.78,0.25839,0.25088,0.86519,0.99666,1,0.995,0.97495,0.23174,0.26201,0.62944,0.0002245,0.0002245,0.0002245
237,1141.6,0.25574,0.25136,0.86568,0.99662,1,0.995,0.9739,0.23021,0.25885,0.62878,0.0002212,0.0002212,0.0002212
238,1146.39,0.27171,0.26376,0.86544,0.99242,1,0.995,0.97406,0.22696,0.25336,0.62697,0.0002179,0.0002179,0.0002179
239,1151.17,0.26328,0.25431,0.86457,0.9923,1,0.995,0.97073,0.24408,0.25068,0.62862,0.0002146,0.0002146,0.0002146
240,1155.98,0.26421,0.25495,0.87088,0.99223,1,0.995,0.97032,0.24545,0.2536,0.62974,0.0002113,0.0002113,0.0002113
241,1160.76,0.2611,0.25568,0.86073,0.99218,1,0.995,0.97187,0.23363,0.25679,0.62882,0.000208,0.000208,0.000208
242,1165.63,0.25765,0.25434,0.86812,0.99272,1,0.995,0.97444,0.23177,0.25056,0.62858,0.0002047,0.0002047,0.0002047
243,1170.43,0.25059,0.24283,0.8655,0.99395,1,0.995,0.97205,0.23559,0.25708,0.62986,0.0002014,0.0002014,0.0002014
244,1175.22,0.25636,0.25368,0.87187,0.99246,1,0.995,0.97433,0.23347,0.2571,0.62912,0.0001981,0.0001981,0.0001981
245,1180.08,0.2544,0.24695,0.86519,0.99198,1,0.995,0.97429,0.23239,0.25396,0.6295,0.0001948,0.0001948,0.0001948
246,1184.9,0.26643,0.2629,0.86535,0.99178,1,0.995,0.97352,0.23502,0.25257,0.62949,0.0001915,0.0001915,0.0001915
247,1189.7,0.25206,0.25053,0.86098,0.99178,1,0.995,0.97391,0.23533,0.24946,0.62856,0.0001882,0.0001882,0.0001882
248,1194.51,0.26212,0.2549,0.8711,0.99182,1,0.99493,0.97378,0.22699,0.24032,0.62735,0.0001849,0.0001849,0.0001849
249,1199.31,0.25734,0.24641,0.86314,0.99185,1,0.99485,0.96966,0.23744,0.24295,0.62819,0.0001816,0.0001816,0.0001816
250,1204.18,0.25473,0.25489,0.86178,0.9919,1,0.995,0.97122,0.23615,0.25253,0.6287,0.0001783,0.0001783,0.0001783
251,1209.08,0.25836,0.2551,0.86518,0.99189,1,0.995,0.9724,0.23602,0.24762,0.62873,0.000175,0.000175,0.000175
252,1213.89,0.24286,0.24173,0.85822,0.99198,1,0.995,0.9758,0.23481,0.24561,0.62913,0.0001717,0.0001717,0.0001717
253,1218.68,0.26121,0.24968,0.86308,0.99202,1,0.995,0.97601,0.23585,0.24465,0.62835,0.0001684,0.0001684,0.0001684
254,1223.5,0.2641,0.26027,0.8694,0.9922,1,0.995,0.97445,0.23392,0.24041,0.6272,0.0001651,0.0001651,0.0001651
255,1228.33,0.25475,0.24512,0.8624,0.99208,1,0.995,0.97515,0.24201,0.24512,0.62806,0.0001618,0.0001618,0.0001618
256,1233.13,0.25513,0.24592,0.86756,0.99192,1,0.995,0.97471,0.22978,0.24899,0.62694,0.0001585,0.0001585,0.0001585
257,1237.95,0.25054,0.24443,0.86393,0.99214,1,0.995,0.97215,0.22757,0.24262,0.62574,0.0001552,0.0001552,0.0001552
258,1242.76,0.26022,0.2514,0.86576,0.99222,1,0.995,0.97444,0.23545,0.24125,0.62758,0.0001519,0.0001519,0.0001519
259,1247.66,0.25247,0.24456,0.86503,0.99223,1,0.995,0.97295,0.23648,0.24237,0.62737,0.0001486,0.0001486,0.0001486
260,1252.46,0.25949,0.25002,0.8651,0.9938,1,0.995,0.97505,0.23171,0.24064,0.62805,0.0001453,0.0001453,0.0001453
261,1257.28,0.26465,0.2511,0.85557,0.99387,1,0.995,0.97499,0.23105,0.24708,0.62898,0.000142,0.000142,0.000142
262,1262.06,0.25148,0.25037,0.8672,0.99232,1,0.995,0.976,0.23236,0.25338,0.63016,0.0001387,0.0001387,0.0001387
263,1266.87,0.25247,0.24144,0.8632,0.99417,1,0.995,0.9795,0.23289,0.25446,0.63082,0.0001354,0.0001354,0.0001354
264,1271.69,0.24808,0.23833,0.86232,0.99255,1,0.995,0.97735,0.22895,0.2526,0.62986,0.0001321,0.0001321,0.0001321
265,1276.5,0.25497,0.24962,0.86326,0.99246,1,0.995,0.97697,0.22979,0.25353,0.63018,0.0001288,0.0001288,0.0001288
266,1281.29,0.24944,0.24014,0.85948,0.99253,1,0.995,0.97437,0.22979,0.25469,0.62987,0.0001255,0.0001255,0.0001255
267,1286.12,0.2506,0.24493,0.85767,0.99244,1,0.995,0.9762,0.22953,0.25355,0.62864,0.0001222,0.0001222,0.0001222
268,1290.9,0.25045,0.24565,0.86868,0.99212,1,0.995,0.97825,0.22949,0.2539,0.62839,0.0001189,0.0001189,0.0001189
269,1295.71,0.25282,0.2473,0.86285,0.9923,1,0.995,0.97827,0.22741,0.24661,0.62783,0.0001156,0.0001156,0.0001156
270,1300.5,0.25254,0.24342,0.86229,0.99245,1,0.995,0.97811,0.22719,0.24263,0.62842,0.0001123,0.0001123,0.0001123
271,1305.3,0.24571,0.23824,0.86552,0.99223,1,0.995,0.97685,0.22582,0.23957,0.62704,0.000109,0.000109,0.000109
272,1310.15,0.25398,0.24687,0.85901,0.99214,1,0.995,0.97688,0.22427,0.23971,0.62663,0.0001057,0.0001057,0.0001057
273,1314.95,0.24416,0.23956,0.85526,0.9922,1,0.995,0.9785,0.22222,0.23844,0.6262,0.0001024,0.0001024,0.0001024
274,1319.79,0.24774,0.2375,0.86013,0.99233,1,0.995,0.97863,0.22057,0.23628,0.62598,9.91e-05,9.91e-05,9.91e-05
275,1324.62,0.25101,0.23722,0.86411,0.99243,1,0.995,0.976,0.22521,0.23728,0.62654,9.58e-05,9.58e-05,9.58e-05
276,1329.49,0.24949,0.2495,0.86286,0.99227,1,0.995,0.97565,0.22172,0.23676,0.62571,9.25e-05,9.25e-05,9.25e-05
277,1334.35,0.24534,0.24341,0.86206,0.9924,1,0.995,0.97694,0.2231,0.23584,0.62502,8.92e-05,8.92e-05,8.92e-05
278,1339.14,0.24591,0.24333,0.85822,0.99228,1,0.995,0.97689,0.22301,0.2392,0.62554,8.59e-05,8.59e-05,8.59e-05
279,1343.94,0.23735,0.23757,0.85982,0.99241,1,0.995,0.97615,0.22226,0.23721,0.62585,8.26e-05,8.26e-05,8.26e-05
280,1348.74,0.26042,0.2579,0.86849,0.99257,1,0.995,0.97848,0.21944,0.23333,0.62514,7.93e-05,7.93e-05,7.93e-05
281,1353.53,0.25337,0.24749,0.85832,0.99257,1,0.995,0.97617,0.21947,0.2343,0.6255,7.6e-05,7.6e-05,7.6e-05
282,1358.37,0.23995,0.24638,0.85733,0.99266,1,0.995,0.97817,0.21954,0.23563,0.62581,7.27e-05,7.27e-05,7.27e-05
283,1363.16,0.2623,0.24976,0.86945,0.99238,1,0.995,0.9717,0.22536,0.23587,0.62615,6.94e-05,6.94e-05,6.94e-05
284,1368,0.24839,0.23988,0.86893,0.99238,1,0.995,0.97696,0.22352,0.23451,0.62649,6.61e-05,6.61e-05,6.61e-05
285,1372.79,0.25005,0.24058,0.85975,0.99237,1,0.995,0.97286,0.22618,0.23544,0.62611,6.28e-05,6.28e-05,6.28e-05
286,1377.6,0.25155,0.24103,0.86821,0.99211,1,0.995,0.97494,0.22754,0.23764,0.62682,5.95e-05,5.95e-05,5.95e-05
287,1382.45,0.25715,0.24817,0.86667,0.9922,1,0.995,0.97469,0.22622,0.23578,0.62628,5.62e-05,5.62e-05,5.62e-05
288,1387.21,0.25343,0.24006,0.85906,0.99233,1,0.995,0.97349,0.22596,0.2343,0.62628,5.29e-05,5.29e-05,5.29e-05
289,1392.02,0.25598,0.25315,0.8635,0.99219,1,0.995,0.9748,0.22455,0.23812,0.62686,4.96e-05,4.96e-05,4.96e-05
290,1396.83,0.24876,0.25053,0.85728,0.99238,1,0.995,0.97476,0.2226,0.23626,0.62559,4.63e-05,4.63e-05,4.63e-05
291,1402.16,0.19984,0.26708,0.81596,0.99014,1,0.99441,0.97229,0.22513,0.26134,0.62438,4.3e-05,4.3e-05,4.3e-05
292,1406.96,0.19509,0.2499,0.82833,0.98503,1,0.99411,0.97291,0.22814,0.29225,0.62464,3.97e-05,3.97e-05,3.97e-05
293,1411.83,0.19299,0.24288,0.81973,0.98523,1,0.99404,0.97095,0.23043,0.29004,0.62523,3.64e-05,3.64e-05,3.64e-05
294,1416.6,0.19822,0.24136,0.82879,0.98735,1,0.99404,0.9703,0.23244,0.28194,0.62567,3.31e-05,3.31e-05,3.31e-05
295,1421.4,0.19613,0.23988,0.81937,0.98904,1,0.99396,0.96779,0.22857,0.27474,0.62512,2.98e-05,2.98e-05,2.98e-05
296,1426.19,0.19406,0.23067,0.83158,0.98989,1,0.99381,0.97059,0.23184,0.2758,0.62571,2.65e-05,2.65e-05,2.65e-05
297,1430.98,0.19417,0.23147,0.82265,0.99028,1,0.99389,0.97303,0.23042,0.27151,0.6258,2.32e-05,2.32e-05,2.32e-05
298,1435.76,0.19313,0.23281,0.82483,0.99,1,0.99396,0.97052,0.22655,0.27266,0.6256,1.99e-05,1.99e-05,1.99e-05
299,1440.51,0.18342,0.23195,0.8148,0.9899,1,0.99396,0.97013,0.22825,0.27147,0.6255,1.66e-05,1.66e-05,1.66e-05
300,1445.27,0.19234,0.2312,0.82176,0.99016,1,0.99396,0.97129,0.22789,0.27028,0.6253,1.33e-05,1.33e-05,1.33e-05
